ID,Date,Element,Data_Value
USW00012876,2013-12-14,TMIN,167
USC00084500,2011-08-08,TMAX,333
USC00084500,2011-08-08,TMIN,233
USC00084625,2014-11-17,TMAX,289
USC00089707,2006-08-23,TMIN,244
USW00012876,2006-11-06,TMIN,167
USC00085973,2013-04-25,TMIN,167
USC00085973,2009-02-12,TMAX,289
USC00084625,2009-08-06,TMAX,322
USW00012876,2010-02-16,TMAX,139
USC00083026,2005-02-14,TMAX,261
USC00084500,2011-06-29,TMAX,311
USC00084625,2014-11-17,TMIN,128
USC00083026,2009-10-08,TMAX,350
USW00012876,2010-03-15,TMAX,233
USC00084625,2008-02-12,TMIN,56
USC00084621,2015-07-30,TMIN,244
USW00012876,2006-11-06,TMAX,272
USW00012876,2010-03-15,TMIN,117
USW00012876,2010-02-16,TMIN,50
USC00083026,2009-10-08,TMIN,228
USC00084625,2005-10-20,TMIN,206
USC00083026,2006-07-05,TMAX,333
USC00085973,2012-02-20,TMIN,94
USC00083026,2006-07-05,TMIN,222
USW00012876,2009-04-08,TMIN,78
USC00083026,2006-11-21,TMAX,172
USC00084625,2006-04-04,TMIN,172
USC00084500,2014-09-30,TMIN,228
USC00084625,2010-03-14,TMAX,217
USC00084625,2006-04-04,TMAX,300
USC00085973,2012-02-20,TMAX,267
USC00084625,2006-05-17,TMIN,178
USC00083026,2006-11-12,TMIN,72
USC00084625,2009-01-07,TMAX,272
USC00085973,2010-10-03,TMIN,144
USC00085973,2010-02-07,TMIN,61
USW00012876,2015-11-22,TMIN,156
USC00083026,2008-12-23,TMAX,156
USC00084500,2013-10-07,TMIN,206
USC00084500,2013-10-07,TMAX,311
USC00089707,2006-12-24,TMAX,278
USC00084500,2011-10-26,TMAX,267
USC00085973,2009-06-26,TMIN,233
USC00084625,2013-12-04,TMIN,128
USC00085973,2010-03-15,TMIN,117
USC00085973,2010-03-15,TMAX,228
USC00085973,2014-05-30,TMIN,211
USC00083026,2007-12-29,TMAX,283
USC00083026,2007-12-29,TMIN,172
USC00084625,2008-03-11,TMAX,228
USC00084625,2014-12-01,TMIN,133
USC00085973,2011-07-30,TMIN,228
USW00012876,2005-01-07,TMIN,161
USW00012876,2005-01-07,TMAX,272
USC00085973,2010-10-03,TMAX,294
USC00083026,2009-07-18,TMAX,344
USC00084500,2013-12-29,TMIN,189
USC00089707,2007-01-28,TMIN,139
USC00089707,2007-01-28,TMAX,206
USC00083026,2009-04-24,TMIN,128
USW00012876,2005-10-15,TMIN,200
USC00083026,2009-09-25,TMAX,328
USW00012876,2005-10-15,TMAX,306
USW00012876,2008-11-04,TMIN,167
USW00012876,2015-05-01,TMIN,178
USC00089707,2006-12-24,TMIN,194
USC00083026,2009-08-10,TMIN,233
USC00089707,2006-05-09,TMIN,200
USC00085973,2011-07-30,TMAX,356
USC00085973,2010-02-07,TMAX,161
USC00089707,2006-05-09,TMAX,311
USC00084625,2009-06-14,TMAX,339
USW00012876,2015-05-01,TMAX,294
USC00083026,2009-09-25,TMIN,228
USW00012876,2008-10-19,TMIN,144
USC00084625,2015-08-19,TMIN,250
USC00084625,2014-12-01,TMAX,256
USC00084625,2012-08-01,TMAX,333
USC00084625,2015-04-22,TMAX,311
USC00085973,2009-02-12,TMIN,161
USW00012876,2008-08-02,TMAX,322
USW00012876,2008-08-02,TMIN,228
USC00084625,2011-02-18,TMIN,122
USC00083026,2005-05-14,TMAX,306
USW00012876,2006-03-03,TMAX,283
USW00012876,2012-05-16,TMAX,283
USC00084500,2011-10-29,TMIN,211
USW00012876,2012-05-16,TMIN,206
USC00085973,2008-12-12,TMIN,111
USC00084500,2011-10-29,TMAX,244
USW00012876,2008-11-04,TMAX,194
USC00083026,2005-05-14,TMIN,161
USW00012876,2005-04-01,TMAX,306
USC00084625,2015-08-19,TMAX,356
USC00085973,2015-08-04,TMAX,339
USW00012876,2015-09-17,TMAX,306
USW00012876,2014-04-03,TMIN,172
USW00012876,2014-04-03,TMAX,300
USC00084500,2011-10-26,TMIN,161
USC00084625,2013-12-04,TMAX,261
USC00085973,2009-06-26,TMAX,344
USC00085973,2012-09-16,TMIN,217
USC00084625,2008-12-06,TMIN,100
USC00083026,2005-02-08,TMIN,111
USW00012876,2008-09-04,TMIN,239
USC00084625,2013-07-24,TMAX,311
USC00084625,2011-02-18,TMAX,267
USC00084625,2008-12-06,TMAX,250
USC00083026,2005-02-08,TMAX,239
USC00083026,2008-12-24,TMIN,89
USC00083026,2006-11-12,TMAX,267
USC00084625,2013-07-24,TMIN,233
USC00084500,2012-05-18,TMIN,200
USC00085973,2008-08-03,TMAX,333
USC00084625,2015-04-22,TMIN,194
USC00084625,2012-08-01,TMIN,222
USC00085973,2006-02-24,TMIN,161
USC00084625,2006-05-17,TMAX,217
USC00085973,2007-08-06,TMIN,222
USW00012876,2013-07-20,TMAX,328
USC00085973,2015-02-07,TMIN,106
USC00085973,2011-07-18,TMIN,250
USW00012876,2013-06-30,TMIN,233
USC00085973,2010-02-03,TMIN,100
USC00085973,2008-05-30,TMAX,344
USC00084625,2006-03-07,TMIN,106
USC00084625,2006-03-07,TMAX,250
USC00083026,2006-10-09,TMIN,156
USC00084500,2013-02-27,TMAX,267
USC00083026,2009-06-10,TMAX,322
USC00083026,2009-06-10,TMIN,183
USW00012876,2013-06-30,TMAX,306
USC00084500,2013-02-27,TMIN,139
USC00085973,2014-08-30,TMAX,339
USC00085973,2008-01-11,TMIN,139
USW00012876,2012-09-04,TMIN,239
USC00089707,2007-11-30,TMAX,250
USC00085973,2011-07-18,TMAX,322
USC00083026,2010-03-16,TMAX,206
USC00085973,2015-02-07,TMAX,250
USC00084625,2013-11-07,TMAX,289
USC00089707,2007-01-19,TMIN,139
USC00085973,2011-04-04,TMIN,161
USC00085973,2012-08-06,TMAX,339
USC00085973,2007-03-30,TMIN,172
USC00084625,2006-03-17,TMAX,256
USC00084625,2006-05-11,TMAX,333
USC00084625,2006-03-17,TMIN,106
USC00085973,2011-07-07,TMIN,228
USW00012876,2012-11-07,TMIN,117
USC00084625,2006-05-11,TMIN,211
USC00084625,2005-04-30,TMIN,161
USC00085973,2010-02-03,TMAX,200
USC00084625,2005-04-30,TMAX,283
USC00084500,2012-08-16,TMIN,233
USC00085973,2011-07-07,TMAX,322
USC00084625,2013-11-07,TMIN,189
USW00012876,2014-08-16,TMAX,317
USW00012876,2014-08-16,TMIN,228
USC00085973,2015-11-04,TMAX,322
USW00012876,2006-06-23,TMIN,228
USC00084625,2013-02-01,TMIN,44
USC00084625,2015-11-16,TMAX,261
USC00085973,2005-02-25,TMAX,256
USW00012876,2012-09-04,TMAX,339
USC00084625,2008-08-12,TMAX,333
USC00084500,2015-06-09,TMAX,311
USC00084500,2015-06-09,TMIN,194
USW00012876,2011-10-01,TMIN,183
USW00012876,2011-10-01,TMAX,294
USC00083026,2006-07-01,TMIN,228
USC00084625,2008-08-12,TMIN,217
USC00089707,2006-11-22,TMIN,44
USC00083026,2006-07-01,TMAX,322
USC00084500,2013-12-17,TMIN,83
USW00012876,2012-01-05,TMAX,211
USC00084625,2013-06-10,TMIN,222
USW00012876,2015-11-07,TMIN,206
USW00012876,2007-12-28,TMAX,283
USC00084500,2012-06-06,TMAX,294
USW00012876,2015-09-19,TMIN,233
USC00084625,2013-06-10,TMAX,322
USC00085973,2008-01-11,TMAX,278
USW00012876,2006-06-23,TMAX,344
USC00085973,2008-05-30,TMIN,206
USC00084500,2011-09-01,TMIN,228
USC00089707,2006-12-19,TMIN,167
USC00085973,2014-08-07,TMIN,233
USC00085973,2011-12-24,TMIN,150
USC00085973,2011-12-24,TMAX,306
USC00085973,2014-08-07,TMAX,350
USC00084500,2015-05-23,TMIN,217
USC00084625,2013-02-01,TMAX,178
USC00089707,2006-07-24,TMAX,317
USC00089707,2006-07-24,TMIN,228
USC00085973,2015-11-04,TMIN,228
USC00084500,2011-09-01,TMAX,300
USC00089707,2007-11-30,TMIN,200
USC00089707,2006-12-19,TMAX,261
USC00084500,2015-01-09,TMAX,161
USC00084500,2015-01-09,TMIN,44
USC00083026,2010-03-16,TMIN,100
USW00012876,2005-03-28,TMIN,167
USW00012876,2005-03-28,TMAX,244
USC00084625,2009-07-22,TMIN,222
USC00089707,2007-01-19,TMAX,228
USC00084500,2013-03-21,TMIN,94
USC00089707,2006-02-06,TMIN,78
USC00089707,2006-02-06,TMAX,211
USW00012876,2009-01-30,TMAX,183
USC00085973,2015-05-22,TMAX,361
USC00085973,2009-04-21,TMIN,156
USC00084500,2014-12-17,TMIN,61
USC00084500,2014-12-17,TMAX,222
USC00083026,2005-12-30,TMIN,67
USC00084625,2007-09-27,TMAX,306
USC00084625,2007-09-27,TMIN,222
USC00084500,2015-08-26,TMAX,350
USW00012876,2009-01-30,TMIN,89
USC00084500,2013-03-21,TMAX,233
USC00083026,2007-05-17,TMIN,156
USW00012876,2013-02-19,TMIN,89
USC00083026,2007-05-17,TMAX,306
USC00084625,2011-03-31,TMAX,306
USW00012876,2007-09-24,TMIN,233
USW00012876,2007-09-24,TMAX,328
USC00089707,2006-07-15,TMIN,239
USC00084621,2015-05-14,TMAX,311
USC00084625,2008-12-18,TMIN,144
USC00084625,2014-01-31,TMIN,61
USC00084500,2014-05-05,TMAX,278
USW00012876,2010-01-28,TMAX,222
USW00012876,2006-11-19,TMIN,83
USW00012876,2010-01-28,TMIN,72
USC00084625,2013-10-07,TMAX,328
USC00085973,2008-05-01,TMAX,294
USC00085973,2009-04-21,TMAX,272
USC00084625,2013-10-04,TMIN,211
USC00084625,2013-10-04,TMAX,322
USC00083026,2006-03-28,TMIN,56
USC00084625,2009-12-10,TMIN,222
USC00084625,2009-12-10,TMAX,294
USC00084625,2014-06-17,TMIN,206
USC00084625,2010-07-13,TMIN,233
USC00083026,2006-03-28,TMAX,222
USW00012876,2007-12-28,TMIN,172
USC00084625,2013-10-07,TMIN,217
USC00084625,2009-10-12,TMAX,339
USW00012876,2005-03-29,TMIN,139
USC00084625,2006-12-29,TMIN,94
USC00085973,2010-09-11,TMAX,344
USC00083026,2008-10-22,TMAX,267
USC00083026,2005-11-27,TMAX,256
USC00083026,2005-11-27,TMIN,139
USC00084625,2006-12-29,TMAX,239
USC00085973,2007-05-30,TMIN,189
USC00085973,2007-05-30,TMAX,317
USC00084625,2012-05-04,TMIN,200
USC00084625,2012-05-04,TMAX,317
USC00085973,2011-04-04,TMAX,317
USC00084625,2009-10-12,TMIN,233
USC00084500,2012-03-01,TMIN,167
USC00083026,2009-02-24,TMIN,56
USW00012876,2012-11-07,TMAX,200
USC00084500,2012-03-01,TMAX,283
USC00084625,2011-03-22,TMIN,128
USC00085973,2010-09-11,TMIN,239
USC00085973,2011-03-05,TMAX,267
USW00012876,2014-03-04,TMAX,272
USC00084625,2005-09-03,TMAX,333
USW00012876,2013-05-10,TMAX,328
USW00012876,2013-05-10,TMIN,189
USC00083026,2005-12-30,TMAX,233
USC00085973,2007-03-30,TMAX,300
USC00084500,2014-10-02,TMAX,311
USW00012876,2013-02-19,TMAX,256
USC00084500,2014-10-02,TMIN,217
USC00084625,2011-03-31,TMIN,189
USC00085973,2011-03-05,TMIN,117
USC00084500,2013-06-22,TMAX,283
USW00012876,2013-07-07,TMIN,233
USW00012876,2014-03-04,TMIN,172
USC00084500,2012-01-18,TMAX,244
USC00084500,2012-01-18,TMIN,100
USC00084625,2009-07-22,TMAX,322
USC00083026,2008-10-22,TMIN,150
USW00012876,2013-07-07,TMAX,328
USC00084500,2013-06-22,TMIN,206
USW00012876,2015-11-07,TMAX,322
USC00085973,2012-11-17,TMAX,239
USC00085973,2015-04-28,TMIN,222
USW00012876,2007-01-28,TMAX,189
USW00012876,2007-01-28,TMIN,106
USC00084625,2011-05-05,TMAX,311
USC00084625,2015-12-04,TMIN,183
USC00084625,2015-12-04,TMAX,250
USC00085973,2005-04-27,TMIN,167
USC00084500,2014-08-25,TMIN,233
USC00085973,2015-07-19,TMIN,239
USW00012876,2008-12-17,TMIN,144
USC00085973,2006-09-03,TMIN,206
USC00085973,2007-06-20,TMAX,350
USC00084625,2007-02-25,TMAX,233
USC00089707,2006-07-02,TMAX,333
USC00084625,2007-02-25,TMIN,128
USC00084500,2015-07-25,TMIN,239
USC00084500,2015-07-25,TMAX,311
USC00084625,2010-05-06,TMAX,317
USC00085973,2007-06-20,TMIN,211
USC00084621,2015-12-16,TMIN,200
USC00089707,2008-01-18,TMIN,156
USC00089707,2008-01-18,TMAX,206
USC00089707,2005-11-05,TMIN,167
USC00084621,2015-07-21,TMAX,344
USC00083026,2009-04-04,TMIN,94
USC00085973,2006-04-17,TMAX,317
USC00089707,2005-11-05,TMAX,289
USC00085973,2006-12-14,TMIN,172
USC00084500,2011-11-21,TMIN,194
USC00085973,2005-10-24,TMAX,261
USC00085973,2007-12-10,TMIN,200
USC00084500,2011-11-21,TMAX,278
USC00084625,2011-05-05,TMIN,183
USC00084625,2012-07-17,TMIN,228
USC00085973,2006-04-17,TMIN,117
USC00085973,2015-07-19,TMAX,344
USC00085973,2014-04-16,TMIN,189
USW00012876,2005-10-04,TMAX,294
USC00084500,2014-08-11,TMAX,328
USW00012876,2005-10-04,TMIN,222
USC00085973,2005-10-24,TMIN,194
USC00084621,2015-12-16,TMAX,289
USC00085973,2009-02-09,TMIN,89
USC00085973,2009-02-09,TMAX,239
USC00089707,2007-10-17,TMIN,217
USC00085973,2013-09-25,TMIN,217
USC00084625,2011-08-23,TMIN,244
USC00084625,2007-07-27,TMIN,228
USC00089707,2007-04-09,TMIN,117
USC00089707,2007-10-17,TMAX,328
USC00085973,2007-09-06,TMIN,239
USC00084625,2011-08-23,TMAX,339
USC00089707,2007-02-18,TMAX,133
USC00089707,2007-02-18,TMIN,67
USC00085973,2014-12-30,TMIN,167
USC00089707,2005-08-15,TMAX,350
USC00089707,2005-08-15,TMIN,272
USW00012876,2013-04-25,TMIN,178
USW00012876,2014-10-11,TMIN,211
USW00012876,2013-04-25,TMAX,311
USC00083026,2007-08-19,TMAX,328
USC00085973,2013-09-25,TMAX,272
USC00085973,2009-03-10,TMAX,306
USC00084500,2014-10-15,TMIN,211
USC00084625,2007-07-27,TMAX,344
USC00084500,2012-08-16,TMAX,339
USC00089707,2006-07-02,TMIN,233
USW00012876,2014-10-11,TMAX,328
USC00084625,2010-05-06,TMIN,211
USC00089707,2007-11-21,TMAX,256
USC00085973,2007-12-10,TMAX,283
USC00085973,2009-03-10,TMIN,111
USW00012876,2008-12-17,TMAX,261
USC00085973,2011-10-31,TMIN,183
USC00084500,2014-08-25,TMAX,356
USC00085973,2006-09-03,TMAX,333
USC00084625,2010-04-22,TMIN,156
USW00012876,2011-04-02,TMAX,289
USC00084500,2014-10-15,TMAX,306
USC00083026,2007-04-02,TMAX,294
USC00083026,2007-04-02,TMIN,128
USC00089707,2007-11-21,TMIN,172
USC00089707,2007-04-09,TMAX,217
USC00085973,2007-09-06,TMAX,350
USC00084625,2014-01-31,TMAX,100
USC00085973,2014-04-16,TMAX,267
USC00083026,2007-04-03,TMIN,144
USC00085973,2008-01-13,TMAX,278
USC00085973,2008-01-13,TMIN,133
USC00084500,2011-08-26,TMIN,228
USC00085973,2013-06-18,TMIN,217
USC00085973,2012-11-17,TMIN,133
USW00012876,2009-12-27,TMIN,94
USC00084625,2014-06-11,TMIN,217
USC00084625,2014-06-11,TMAX,350
USC00085973,2013-06-18,TMAX,361
USC00083026,2007-04-19,TMAX,283
USW00012876,2009-02-05,TMAX,106
USW00012876,2009-02-05,TMIN,-16
USC00083026,2007-04-19,TMIN,128
USC00085973,2007-11-02,TMAX,283
USC00084500,2011-08-26,TMAX,317
USW00012876,2009-01-02,TMIN,139
USC00085973,2007-11-02,TMIN,194
USW00012876,2009-01-02,TMAX,244
USC00084500,2011-11-29,TMAX,267
USC00084500,2011-11-29,TMIN,150
USC00083026,2005-10-04,TMIN,222
USW00012876,2012-01-05,TMIN,22
USW00012876,2009-12-27,TMAX,150
USC00084500,2012-06-06,TMIN,217
USC00084625,2007-01-31,TMIN,33
USC00085973,2005-08-18,TMIN,256
USC00084625,2007-01-31,TMAX,150
USC00084500,2014-09-15,TMIN,206
USW00012876,2006-03-25,TMAX,194
USC00084625,2012-07-17,TMAX,311
USC00083026,2008-10-03,TMAX,306
USC00083026,2009-05-02,TMAX,294
USW00012876,2009-07-16,TMIN,244
USC00084500,2013-12-17,TMAX,200
USC00083026,2009-04-06,TMIN,167
USC00083026,2009-05-02,TMIN,139
USW00012876,2006-03-25,TMIN,83
USC00083026,2008-10-03,TMIN,183
USC00085973,2009-05-25,TMIN,189
USC00085973,2005-08-18,TMAX,361
USC00085973,2006-12-14,TMAX,244
USC00084625,2015-11-16,TMIN,161
USC00084625,2015-01-13,TMAX,272
USW00012876,2007-01-06,TMAX,283
USW00012876,2012-02-18,TMAX,244
USW00012876,2013-03-10,TMIN,117
USW00012876,2010-11-16,TMIN,167
USW00012876,2010-11-16,TMAX,283
USW00012876,2015-07-04,TMIN,233
USC00089707,2006-11-22,TMAX,161
USC00084500,2013-03-11,TMIN,94
USC00085973,2010-11-06,TMIN,44
USW00012876,2013-03-10,TMAX,261
USW00012876,2014-10-19,TMIN,172
USW00012876,2014-10-19,TMAX,294
USW00012876,2007-01-06,TMIN,189
USC00085973,2006-01-06,TMIN,83
USC00084621,2015-07-21,TMIN,228
USC00083026,2007-04-03,TMAX,294
USC00084625,2010-04-22,TMAX,267
USC00085973,2010-11-06,TMAX,200
USC00083026,2005-10-09,TMAX,317
USW00012876,2012-02-18,TMIN,178
USC00083026,2009-04-04,TMAX,294
USC00084500,2014-09-15,TMAX,317
USW00012876,2007-07-16,TMAX,344
USC00084625,2010-07-13,TMAX,311
USC00083026,2005-11-05,TMAX,278
USC00083026,2005-11-05,TMIN,144
USC00084625,2006-10-10,TMAX,272
USC00084625,2005-09-03,TMIN,228
USW00012876,2007-07-16,TMIN,233
USC00083026,2005-10-09,TMIN,233
USC00085973,2014-12-30,TMAX,283
USC00084625,2005-11-15,TMIN,144
USC00084625,2015-01-13,TMIN,161
USC00084625,2005-11-15,TMAX,272
USC00085973,2008-05-01,TMIN,133
USC00084500,2013-03-11,TMAX,222
USC00084500,2014-08-11,TMIN,233
USC00084625,2006-10-10,TMIN,156
USW00012876,2005-03-03,TMAX,133
USC00085973,2014-08-30,TMIN,211
USW00012876,2015-12-29,TMAX,306
USW00012876,2013-08-02,TMAX,333
USC00085973,2005-05-05,TMIN,194
USW00012876,2006-05-09,TMAX,322
USC00085973,2014-07-10,TMAX,339
USC00085973,2008-10-30,TMAX,233
USC00084625,2010-02-02,TMIN,106
USC00085973,2014-07-10,TMIN,217
USC00083026,2005-10-02,TMAX,311
USC00084625,2010-11-14,TMAX,261
USC00085973,2015-04-26,TMIN,228
USC00085973,2015-04-26,TMAX,333
USC00084625,2010-02-02,TMAX,178
USC00085973,2007-03-02,TMIN,211
USC00085973,2008-02-17,TMIN,211
USC00085973,2009-10-30,TMAX,333
USW00012876,2015-10-31,TMAX,306
USW00012876,2015-10-31,TMIN,189
USC00085973,2007-03-02,TMAX,311
USC00084625,2009-07-13,TMAX,317
USC00089707,2006-07-10,TMIN,233
USC00084621,2015-09-02,TMIN,228
USW00012876,2006-05-09,TMIN,211
USC00083026,2009-03-16,TMIN,78
USC00083026,2009-01-23,TMIN,-44
USC00083026,2005-06-23,TMAX,283
USC00083026,2010-01-04,TMIN,39
USC00084625,2010-11-14,TMIN,100
USC00085973,2015-12-30,TMIN,183
USC00084625,2014-03-14,TMIN,61
USC00084625,2014-03-14,TMAX,194
USC00085973,2006-10-11,TMAX,300
USC00083026,2005-06-23,TMIN,211
USC00085973,2011-06-15,TMIN,239
USC00083026,2009-01-23,TMAX,111
USW00012876,2010-06-08,TMIN,244
USC00084625,2010-07-06,TMIN,228
USC00083026,2010-01-04,TMAX,156
USC00084625,2010-07-06,TMAX,311
USC00089707,2006-05-31,TMIN,222
USC00085973,2009-10-30,TMIN,211
USW00012876,2015-03-10,TMAX,311
USC00089707,2006-05-31,TMAX,339
USC00089707,2006-07-15,TMAX,356
USW00012876,2006-09-10,TMAX,328
USC00083026,2005-03-14,TMIN,128
USW00012876,2013-09-02,TMAX,322
USW00012876,2013-09-02,TMIN,228
USW00012876,2015-06-06,TMAX,306
USC00085973,2015-10-21,TMAX,289
USW00012876,2010-05-29,TMIN,217
USC00084621,2015-10-24,TMIN,167
USC00085973,2009-03-19,TMAX,289
USC00083026,2005-10-02,TMIN,217
USC00085973,2011-01-10,TMIN,144
USC00083026,2009-03-16,TMAX,311
USC00084621,2015-10-24,TMAX,300
USC00084625,2015-02-02,TMIN,61
USC00085973,2008-05-28,TMAX,333
USC00085973,2008-05-28,TMIN,206
USC00085973,2012-02-18,TMIN,167
USC00085973,2015-08-27,TMIN,228
USC00085973,2009-07-01,TMIN,228
USW00012876,2015-06-07,TMIN,222
USC00084625,2009-07-13,TMIN,217
USC00084625,2009-09-20,TMIN,228
USW00012876,2013-09-10,TMIN,233
USW00012876,2013-09-10,TMAX,322
USW00012876,2011-09-03,TMAX,322
USW00012876,2007-08-09,TMIN,261
USW00012876,2011-09-03,TMIN,206
USC00085973,2005-01-19,TMAX,189
USW00012876,2007-08-09,TMAX,356
USC00084625,2009-02-23,TMAX,244
USC00085973,2006-10-11,TMIN,200
USC00085973,2009-07-01,TMAX,256
USC00084625,2009-02-23,TMIN,106
USC00085973,2014-05-31,TMAX,322
USC00085973,2012-07-13,TMIN,233
USC00085973,2014-01-22,TMAX,194
USC00084500,2012-09-24,TMIN,222
USC00085973,2014-05-31,TMIN,228
USW00012876,2015-06-07,TMAX,339
USC00085973,2011-01-10,TMAX,250
USC00085973,2015-05-22,TMIN,228
USC00089707,2005-08-20,TMIN,250
USC00089707,2006-03-04,TMIN,128
USW00012876,2010-08-02,TMAX,367
USW00012876,2011-10-13,TMAX,294
USW00012876,2007-01-29,TMAX,128
USW00012876,2008-01-18,TMAX,194
USW00012876,2008-01-18,TMIN,161
USC00085973,2012-10-10,TMAX,317
USW00012876,2013-03-30,TMAX,256
USW00012876,2014-05-20,TMIN,189
USW00012876,2014-05-20,TMAX,311
USC00085973,2006-09-21,TMAX,322
USC00084621,2015-07-06,TMIN,206
USW00012876,2012-12-11,TMAX,272
USW00012876,2013-12-19,TMIN,72
USW00012876,2005-11-09,TMAX,289
USC00085973,2012-10-10,TMIN,200
USC00085973,2006-09-21,TMIN,167
USC00085973,2009-11-24,TMIN,167
USC00085973,2010-08-12,TMAX,339
USW00012876,2011-10-13,TMIN,222
USC00085973,2015-07-05,TMAX,350
USC00085973,2015-12-30,TMAX,311
USW00012876,2013-03-30,TMIN,94
USW00012876,2013-07-20,TMIN,228
USC00084625,2006-02-24,TMIN,167
USC00084625,2015-07-24,TMAX,339
USC00084500,2015-02-06,TMAX,206
USC00084625,2015-07-24,TMIN,256
USC00084625,2009-06-03,TMAX,311
USC00084625,2012-10-22,TMIN,156
USC00084625,2009-06-03,TMIN,211
USC00085973,2013-12-14,TMAX,283
USC00084625,2006-02-24,TMAX,294
USC00085973,2009-03-09,TMIN,117
USC00085973,2008-08-10,TMIN,217
USC00084625,2008-03-20,TMIN,189
USC00084621,2015-07-06,TMAX,339
USC00085973,2008-10-30,TMIN,50
USW00012876,2011-03-31,TMAX,239
USW00012876,2011-03-31,TMIN,167
USW00012876,2007-01-29,TMIN,33
USC00084625,2008-03-20,TMAX,300
USC00085973,2012-02-18,TMAX,289
USW00012876,2012-12-11,TMIN,194
USW00012876,2013-12-19,TMAX,239
USC00084625,2010-11-22,TMAX,233
USC00085973,2009-01-19,TMIN,111
USC00084625,2008-11-12,TMAX,267
USC00085973,2009-09-04,TMAX,328
USC00084500,2015-02-12,TMIN,72
USC00085973,2009-09-04,TMIN,233
USC00084625,2008-07-02,TMIN,206
USC00084625,2008-07-02,TMAX,317
USW00012876,2007-04-28,TMIN,178
USW00012876,2007-04-28,TMAX,300
USC00084625,2009-12-24,TMAX,217
USC00084621,2015-10-23,TMIN,183
USC00084621,2015-10-23,TMAX,300
USC00084625,2009-12-24,TMIN,72
USC00085973,2009-01-19,TMAX,228
USW00012876,2015-03-10,TMIN,189
USW00012876,2010-08-02,TMIN,244
USC00084500,2015-10-27,TMAX,278
USC00083026,2009-12-24,TMAX,228
USC00083026,2009-12-24,TMIN,100
USC00084500,2012-10-08,TMAX,306
USW00012876,2008-10-14,TMAX,306
USC00085973,2009-03-09,TMAX,294
USC00085973,2013-09-02,TMIN,233
USC00084625,2010-11-05,TMIN,156
USC00089707,2006-07-10,TMAX,333
USC00085973,2013-09-02,TMAX,333
USC00084500,2011-02-22,TMIN,139
USC00084500,2011-02-22,TMAX,267
USC00085973,2013-12-14,TMIN,183
USW00012876,2008-10-14,TMIN,217
USC00084500,2015-02-12,TMAX,200
USC00084625,2010-11-05,TMAX,200
USC00084500,2012-10-08,TMIN,217
USC00084625,2008-11-12,TMIN,128
USC00084500,2013-10-27,TMAX,267
USC00084500,2013-10-27,TMIN,133
USW00012876,2011-07-12,TMIN,250
USC00085973,2009-11-24,TMAX,272
USC00085973,2011-07-16,TMIN,239
USC00085973,2015-08-27,TMAX,294
USW00012876,2010-05-29,TMAX,294
USW00012876,2010-02-21,TMIN,94
USC00084625,2014-04-21,TMAX,222
USC00083026,2008-09-09,TMIN,244
USC00085973,2009-06-21,TMAX,367
USW00012876,2014-09-17,TMAX,267
USC00089707,2007-06-25,TMIN,222
USC00089707,2007-06-25,TMAX,333
USW00012876,2015-09-19,TMAX,322
USC00085973,2014-10-16,TMAX,289
USC00085973,2012-06-25,TMAX,256
USC00084625,2015-08-25,TMAX,350
USW00012876,2005-03-29,TMAX,278
USC00084500,2011-04-05,TMAX,294
USC00084625,2011-03-22,TMAX,272
USC00083026,2005-10-13,TMIN,228
USC00084625,2006-06-12,TMAX,317
USC00084625,2006-06-12,TMIN,222
USC00084625,2009-07-07,TMAX,328
USC00089707,2006-03-25,TMAX,189
USC00084625,2014-04-21,TMIN,161
USC00084625,2005-01-06,TMAX,261
USC00085973,2014-01-22,TMIN,39
USC00084500,2015-08-26,TMIN,244
USC00084500,2011-04-05,TMIN,200
USC00089707,2007-04-12,TMAX,300
USC00085973,2014-09-08,TMIN,217
USC00089707,2007-04-12,TMIN,183
USC00089707,2006-11-11,TMIN,167
USC00085973,2014-05-08,TMIN,222
USC00085973,2015-10-21,TMIN,178
USC00085973,2012-08-06,TMIN,233
USC00085973,2014-10-16,TMIN,144
USC00084625,2013-11-18,TMIN,200
USC00084625,2013-11-18,TMAX,306
USC00085973,2014-11-19,TMIN,22
USC00089707,2006-03-04,TMAX,261
USC00084625,2014-10-14,TMAX,328
USC00084625,2009-07-07,TMIN,244
USC00089707,2006-03-25,TMIN,83
USC00085973,2014-09-08,TMAX,328
USC00084500,2014-05-05,TMIN,139
USC00084625,2014-10-14,TMIN,211
USC00084500,2014-07-05,TMIN,222
USC00089707,2007-05-16,TMAX,328
USC00084625,2012-11-29,TMAX,206
USC00084625,2006-06-27,TMAX,322
USW00012876,2006-11-19,TMAX,211
USW00012876,2005-03-03,TMIN,78
USW00012876,2010-08-07,TMAX,333
USC00089707,2005-04-13,TMAX,267
USC00085973,2011-07-26,TMIN,217
USC00084625,2014-06-17,TMAX,322
USC00089707,2005-04-13,TMIN,172
USC00084625,2010-04-01,TMIN,89
USC00085973,2012-07-13,TMAX,328
USC00084625,2008-12-18,TMAX,267
USW00012876,2013-01-01,TMAX,250
USC00083026,2006-10-09,TMAX,300
USC00084625,2010-04-01,TMAX,256
USW00012876,2013-01-01,TMIN,106
USC00085973,2011-07-26,TMAX,367
USC00084621,2015-05-14,TMIN,228
USW00012876,2010-08-07,TMIN,256
USC00084500,2015-05-23,TMAX,333
USC00083026,2007-10-13,TMIN,178
