Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","1","Armenia","5312","Area harvested","603","Fruit, tropical fresh nes","2017","2017","ha","469","","Official data"
"QC","Crops","1","Armenia","5419","Yield","603","Fruit, tropical fresh nes","2017","2017","hg/ha","81087","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","603","Fruit, tropical fresh nes","2017","2017","tonnes","3803","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","406","Garlic","2017","2017","ha","988","","Official data"
"QC","Crops","1","Armenia","5419","Yield","406","Garlic","2017","2017","hg/ha","127632","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","406","Garlic","2017","2017","tonnes","12610","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","560","Grapes","2017","2017","ha","14846","","Official data"
"QC","Crops","1","Armenia","5419","Yield","560","Grapes","2017","2017","hg/ha","141421","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","560","Grapes","2017","2017","tonnes","209954","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","225","Hazelnuts, with shell","2017","2017","ha","182","","Official data"
"QC","Crops","1","Armenia","5419","Yield","225","Hazelnuts, with shell","2017","2017","hg/ha","24615","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","225","Hazelnuts, with shell","2017","2017","tonnes","448","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","201","Lentils","2017","2017","ha","79","","Official data"
"QC","Crops","1","Armenia","5419","Yield","201","Lentils","2017","2017","hg/ha","12152","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","201","Lentils","2017","2017","tonnes","96","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","333","Linseed","2017","2017","ha","267","","Official data"
"QC","Crops","1","Armenia","5419","Yield","333","Linseed","2017","2017","hg/ha","17678","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","333","Linseed","2017","2017","tonnes","472","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","56","Maize","2017","2017","ha","2125","","Official data"
"QC","Crops","1","Armenia","5419","Yield","56","Maize","2017","2017","hg/ha","49002","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","56","Maize","2017","2017","tonnes","10413","","Official data"
"QC","Crops","1","Armenia","5510","Production","449","Mushrooms and truffles","2017","2017","tonnes","300","F","FAO estimate"
"QC","Crops","1","Armenia","5312","Area harvested","75","Oats","2017","2017","ha","3271","","Official data"
"QC","Crops","1","Armenia","5419","Yield","75","Oats","2017","2017","hg/ha","17897","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","75","Oats","2017","2017","tonnes","5854","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","403","Onions, dry","2017","2017","ha","1914","","Official data"
"QC","Crops","1","Armenia","5419","Yield","403","Onions, dry","2017","2017","hg/ha","255522","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","403","Onions, dry","2017","2017","tonnes","48907","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","534","Peaches and nectarines","2017","2017","ha","4755","","Official data"
"QC","Crops","1","Armenia","5419","Yield","534","Peaches and nectarines","2017","2017","hg/ha","153876","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","534","Peaches and nectarines","2017","2017","tonnes","73168","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","521","Pears","2017","2017","ha","2612","","Official data"
"QC","Crops","1","Armenia","5419","Yield","521","Pears","2017","2017","hg/ha","69583","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","521","Pears","2017","2017","tonnes","18175","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","187","Peas, dry","2017","2017","ha","80","","Official data"
"QC","Crops","1","Armenia","5419","Yield","187","Peas, dry","2017","2017","hg/ha","22250","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","187","Peas, dry","2017","2017","tonnes","178","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","417","Peas, green","2017","2017","ha","98","","Official data"
"QC","Crops","1","Armenia","5419","Yield","417","Peas, green","2017","2017","hg/ha","69184","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","417","Peas, green","2017","2017","tonnes","678","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","536","Plums and sloes","2017","2017","ha","2516","","Official data"
"QC","Crops","1","Armenia","5419","Yield","536","Plums and sloes","2017","2017","hg/ha","95453","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","536","Plums and sloes","2017","2017","tonnes","24016","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","116","Potatoes","2017","2017","ha","25311","","Official data"
"QC","Crops","1","Armenia","5419","Yield","116","Potatoes","2017","2017","hg/ha","216278","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","116","Potatoes","2017","2017","tonnes","547420","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","211","Pulses, nes","2017","2017","ha","251","","Official data"
"QC","Crops","1","Armenia","5419","Yield","211","Pulses, nes","2017","2017","hg/ha","19801","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","211","Pulses, nes","2017","2017","tonnes","497","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","523","Quinces","2017","2017","ha","427","","Official data"
"QC","Crops","1","Armenia","5419","Yield","523","Quinces","2017","2017","hg/ha","49696","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","523","Quinces","2017","2017","tonnes","2122","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","71","Rye","2017","2017","ha","261","","Official data"
"QC","Crops","1","Armenia","5419","Yield","71","Rye","2017","2017","hg/ha","12567","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","71","Rye","2017","2017","tonnes","328","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","157","Sugar beet","2017","2017","ha","4026","Im","FAO data based on imputation methodology"
"QC","Crops","1","Armenia","5419","Yield","157","Sugar beet","2017","2017","hg/ha","152879","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","157","Sugar beet","2017","2017","tonnes","61553","Im","FAO data based on imputation methodology"
"QC","Crops","1","Armenia","5312","Area harvested","826","Tobacco, unmanufactured","2017","2017","ha","460","","Official data"
"QC","Crops","1","Armenia","5419","Yield","826","Tobacco, unmanufactured","2017","2017","hg/ha","23630","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","826","Tobacco, unmanufactured","2017","2017","tonnes","1087","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","388","Tomatoes","2017","2017","ha","6220","","Official data"
"QC","Crops","1","Armenia","5419","Yield","388","Tomatoes","2017","2017","hg/ha","376572","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","388","Tomatoes","2017","2017","tonnes","234228","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","463","Vegetables, fresh nes","2017","2017","ha","10797","","Official data"
"QC","Crops","1","Armenia","5419","Yield","463","Vegetables, fresh nes","2017","2017","hg/ha","266844","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","463","Vegetables, fresh nes","2017","2017","tonnes","288111","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","222","Walnuts, with shell","2017","2017","ha","1869","","Official data"
"QC","Crops","1","Armenia","5419","Yield","222","Walnuts, with shell","2017","2017","hg/ha","28154","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","222","Walnuts, with shell","2017","2017","tonnes","5262","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","567","Watermelons","2017","2017","ha","6805","","Official data"
"QC","Crops","1","Armenia","5419","Yield","567","Watermelons","2017","2017","hg/ha","317130","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","567","Watermelons","2017","2017","tonnes","215807","","Official data"
"QC","Crops","1","Armenia","5312","Area harvested","15","Wheat","2017","2017","ha","80992","","Official data"
"QC","Crops","1","Armenia","5419","Yield","15","Wheat","2017","2017","hg/ha","21783","Fc","Calculated data"
"QC","Crops","1","Armenia","5510","Production","15","Wheat","2017","2017","tonnes","176428","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","221","Almonds, with shell","2017","2017","ha","38000","F","FAO estimate"
"QC","Crops","10","Australia","5419","Yield","221","Almonds, with shell","2017","2017","hg/ha","19835","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","221","Almonds, with shell","2017","2017","tonnes","75373","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","711","Anise, badian, fennel, coriander","2017","2017","ha","1182","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","711","Anise, badian, fennel, coriander","2017","2017","hg/ha","11799","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","711","Anise, badian, fennel, coriander","2017","2017","tonnes","1395","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","515","Apples","2017","2017","ha","19440","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","515","Apples","2017","2017","hg/ha","161387","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2017","2017","tonnes","313730","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","526","Apricots","2017","2017","ha","5130","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","526","Apricots","2017","2017","hg/ha","10430","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","526","Apricots","2017","2017","tonnes","5351","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","367","Asparagus","2017","2017","ha","1364","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","367","Asparagus","2017","2017","hg/ha","49319","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","367","Asparagus","2017","2017","tonnes","6729","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","572","Avocados","2017","2017","ha","11840","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","572","Avocados","2017","2017","hg/ha","47719","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","572","Avocados","2017","2017","tonnes","56501","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","486","Bananas","2017","2017","ha","14021","","Official data"
"QC","Crops","10","Australia","5419","Yield","486","Bananas","2017","2017","hg/ha","294540","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2017","2017","tonnes","412972","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","44","Barley","2017","2017","ha","4834102","","Official data"
"QC","Crops","10","Australia","5419","Yield","44","Barley","2017","2017","hg/ha","27939","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2017","2017","tonnes","13505990","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","176","Beans, dry","2017","2017","ha","39157","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","176","Beans, dry","2017","2017","hg/ha","9168","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2017","2017","tonnes","35898","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","414","Beans, green","2017","2017","ha","7661","","Official data"
"QC","Crops","10","Australia","5419","Yield","414","Beans, green","2017","2017","hg/ha","54004","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","414","Beans, green","2017","2017","tonnes","41373","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","558","Berries nes","2017","2017","ha","1669","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","558","Berries nes","2017","2017","hg/ha","33779","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","558","Berries nes","2017","2017","tonnes","5638","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","552","Blueberries","2017","2017","ha","1801","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","552","Blueberries","2017","2017","hg/ha","38073","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","552","Blueberries","2017","2017","tonnes","6856","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","181","Broad beans, horse beans, dry","2017","2017","ha","228021","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","181","Broad beans, horse beans, dry","2017","2017","hg/ha","16385","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","181","Broad beans, horse beans, dry","2017","2017","tonnes","373605","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","358","Cabbages and other brassicas","2017","2017","ha","2801","","Official data"
"QC","Crops","10","Australia","5419","Yield","358","Cabbages and other brassicas","2017","2017","hg/ha","353861","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","358","Cabbages and other brassicas","2017","2017","tonnes","99102","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","101","Canary seed","2017","2017","ha","7155","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","101","Canary seed","2017","2017","hg/ha","6998","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","101","Canary seed","2017","2017","tonnes","5007","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","426","Carrots and turnips","2017","2017","ha","5785","","Official data"
"QC","Crops","10","Australia","5419","Yield","426","Carrots and turnips","2017","2017","hg/ha","490630","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","426","Carrots and turnips","2017","2017","tonnes","283816","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","393","Cauliflowers and broccoli","2017","2017","ha","11590","","Official data"
"QC","Crops","10","Australia","5419","Yield","393","Cauliflowers and broccoli","2017","2017","hg/ha","121361","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","393","Cauliflowers and broccoli","2017","2017","tonnes","140657","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","531","Cherries","2017","2017","ha","1803","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","531","Cherries","2017","2017","hg/ha","63967","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","531","Cherries","2017","2017","tonnes","11532","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","191","Chick peas","2017","2017","ha","1069000","","Official data"
"QC","Crops","10","Australia","5419","Yield","191","Chick peas","2017","2017","hg/ha","18746","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","191","Chick peas","2017","2017","tonnes","2004000","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","401","Chillies and peppers, green","2017","2017","ha","1758","","Official data"
"QC","Crops","10","Australia","5419","Yield","401","Chillies and peppers, green","2017","2017","hg/ha","219503","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","401","Chillies and peppers, green","2017","2017","tonnes","38579","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","195","Cow peas, dry","2017","2017","ha","","M","Data not available"
"QC","Crops","10","Australia","5510","Production","195","Cow peas, dry","2017","2017","tonnes","","M","Data not available"
"QC","Crops","10","Australia","5312","Area harvested","397","Cucumbers and gherkins","2017","2017","ha","716","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","397","Cucumbers and gherkins","2017","2017","hg/ha","253318","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","397","Cucumbers and gherkins","2017","2017","tonnes","18147","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","550","Currants","2017","2017","ha","142","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","550","Currants","2017","2017","hg/ha","48056","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","550","Currants","2017","2017","tonnes","681","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","821","Fibre crops nes","2017","2017","ha","","M","Data not available"
"QC","Crops","10","Australia","5510","Production","821","Fibre crops nes","2017","2017","tonnes","","M","Data not available"
"QC","Crops","10","Australia","5312","Area harvested","569","Figs","2017","2017","ha","104","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","569","Figs","2017","2017","hg/ha","8225","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","569","Figs","2017","2017","tonnes","85","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","773","Flax fibre and tow","2017","2017","ha","","M","Data not available"
"QC","Crops","10","Australia","5510","Production","773","Flax fibre and tow","2017","2017","tonnes","","M","Data not available"
"QC","Crops","10","Australia","5312","Area harvested","512","Fruit, citrus nes","2017","2017","ha","166","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","512","Fruit, citrus nes","2017","2017","hg/ha","108933","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","512","Fruit, citrus nes","2017","2017","tonnes","1809","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","603","Fruit, tropical fresh nes","2017","2017","ha","1217","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","603","Fruit, tropical fresh nes","2017","2017","hg/ha","62207","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","603","Fruit, tropical fresh nes","2017","2017","tonnes","7571","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","507","Grapefruit (inc. pomelos)","2017","2017","ha","836","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","507","Grapefruit (inc. pomelos)","2017","2017","hg/ha","83230","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","507","Grapefruit (inc. pomelos)","2017","2017","tonnes","6957","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","560","Grapes","2017","2017","ha","136932","","Official data"
"QC","Crops","10","Australia","5419","Yield","560","Grapes","2017","2017","hg/ha","133236","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","560","Grapes","2017","2017","tonnes","1824431","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","242","Groundnuts, with shell","2017","2017","ha","5495","","Official data"
"QC","Crops","10","Australia","5419","Yield","242","Groundnuts, with shell","2017","2017","hg/ha","30080","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","242","Groundnuts, with shell","2017","2017","tonnes","16529","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","677","Hops","2017","2017","ha","218","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","677","Hops","2017","2017","hg/ha","23428","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","677","Hops","2017","2017","tonnes","510","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","592","Kiwi fruit","2017","2017","ha","173","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","592","Kiwi fruit","2017","2017","hg/ha","165261","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","592","Kiwi fruit","2017","2017","tonnes","2852","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","497","Lemons and limes","2017","2017","ha","1715","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","497","Lemons and limes","2017","2017","hg/ha","233930","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","497","Lemons and limes","2017","2017","tonnes","40125","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","201","Lentils","2017","2017","ha","229619","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","201","Lentils","2017","2017","hg/ha","9644","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","201","Lentils","2017","2017","tonnes","221436","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","372","Lettuce and chicory","2017","2017","ha","8287","","Official data"
"QC","Crops","10","Australia","5419","Yield","372","Lettuce and chicory","2017","2017","hg/ha","176496","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","372","Lettuce and chicory","2017","2017","tonnes","146262","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","333","Linseed","2017","2017","ha","7000","*","Unofficial figure"
"QC","Crops","10","Australia","5419","Yield","333","Linseed","2017","2017","hg/ha","8571","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","333","Linseed","2017","2017","tonnes","6000","*","Unofficial figure"
"QC","Crops","10","Australia","5312","Area harvested","210","Lupins","2017","2017","ha","514596","","Official data"
"QC","Crops","10","Australia","5419","Yield","210","Lupins","2017","2017","hg/ha","20043","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","210","Lupins","2017","2017","tonnes","1031425","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","56","Maize","2017","2017","ha","67771","","Official data"
"QC","Crops","10","Australia","5419","Yield","56","Maize","2017","2017","hg/ha","64363","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","56","Maize","2017","2017","tonnes","436194","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","446","Maize, green","2017","2017","ha","9044","","Official data"
"QC","Crops","10","Australia","5419","Yield","446","Maize, green","2017","2017","hg/ha","113512","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","446","Maize, green","2017","2017","tonnes","102665","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","571","Mangoes, mangosteens, guavas","2017","2017","ha","9387","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","571","Mangoes, mangosteens, guavas","2017","2017","hg/ha","46604","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","571","Mangoes, mangosteens, guavas","2017","2017","tonnes","43748","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2017","2017","ha","8462","","Official data"
"QC","Crops","10","Australia","5419","Yield","568","Melons, other (inc.cantaloupes)","2017","2017","hg/ha","311412","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","568","Melons, other (inc.cantaloupes)","2017","2017","tonnes","263528","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","79","Millet","2017","2017","ha","35750","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","79","Millet","2017","2017","hg/ha","10101","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","79","Millet","2017","2017","tonnes","36112","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","449","Mushrooms and truffles","2017","2017","ha","139","","Official data"
"QC","Crops","10","Australia","5419","Yield","449","Mushrooms and truffles","2017","2017","hg/ha","3332806","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","449","Mushrooms and truffles","2017","2017","tonnes","46326","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","292","Mustard seed","2017","2017","ha","","M","Data not available"
"QC","Crops","10","Australia","5510","Production","292","Mustard seed","2017","2017","tonnes","","M","Data not available"
"QC","Crops","10","Australia","5312","Area harvested","234","Nuts, nes","2017","2017","ha","24532","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","234","Nuts, nes","2017","2017","hg/ha","18819","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","234","Nuts, nes","2017","2017","tonnes","46165","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","75","Oats","2017","2017","ha","1027872","","Official data"
"QC","Crops","10","Australia","5419","Yield","75","Oats","2017","2017","hg/ha","22041","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","75","Oats","2017","2017","tonnes","2265503","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","260","Olives","2017","2017","ha","52204","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","260","Olives","2017","2017","hg/ha","23479","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2017","2017","tonnes","122570","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","403","Onions, dry","2017","2017","ha","4565","","Official data"
"QC","Crops","10","Australia","5419","Yield","403","Onions, dry","2017","2017","hg/ha","576675","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","403","Onions, dry","2017","2017","tonnes","263236","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","490","Oranges","2017","2017","ha","17189","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","490","Oranges","2017","2017","hg/ha","193336","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","490","Oranges","2017","2017","tonnes","332321","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","600","Papayas","2017","2017","ha","300","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","600","Papayas","2017","2017","hg/ha","213035","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","600","Papayas","2017","2017","tonnes","6384","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","534","Peaches and nectarines","2017","2017","ha","11324","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","534","Peaches and nectarines","2017","2017","hg/ha","72996","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","534","Peaches and nectarines","2017","2017","tonnes","82659","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","521","Pears","2017","2017","ha","5394","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","521","Pears","2017","2017","hg/ha","179340","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","521","Pears","2017","2017","tonnes","96741","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","187","Peas, dry","2017","2017","ha","230000","","Official data"
"QC","Crops","10","Australia","5419","Yield","187","Peas, dry","2017","2017","hg/ha","18052","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","187","Peas, dry","2017","2017","tonnes","415186","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","417","Peas, green","2017","2017","ha","3816","","Official data"
"QC","Crops","10","Australia","5419","Yield","417","Peas, green","2017","2017","hg/ha","53921","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","417","Peas, green","2017","2017","tonnes","20574","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","587","Persimmons","2017","2017","ha","87","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","587","Persimmons","2017","2017","hg/ha","82762","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","587","Persimmons","2017","2017","tonnes","717","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","574","Pineapples","2017","2017","ha","2044","","Official data"
"QC","Crops","10","Australia","5419","Yield","574","Pineapples","2017","2017","hg/ha","420361","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","574","Pineapples","2017","2017","tonnes","85922","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","223","Pistachios","2017","2017","ha","1382","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","223","Pistachios","2017","2017","hg/ha","10187","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","223","Pistachios","2017","2017","tonnes","1408","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","536","Plums and sloes","2017","2017","ha","2708","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","536","Plums and sloes","2017","2017","hg/ha","65960","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","536","Plums and sloes","2017","2017","tonnes","17862","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5312","Area harvested","116","Potatoes","2017","2017","ha","28372","","Official data"
"QC","Crops","10","Australia","5419","Yield","116","Potatoes","2017","2017","hg/ha","389534","Fc","Calculated data"
"QC","Crops","10","Australia","5510","Production","116","Potatoes","2017","2017","tonnes","1105194","","Official data"
"QC","Crops","10","Australia","5312","Area harvested","211","Pulses, nes","2017","2017","ha","5720","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5419","Yield","211","Pulses, nes","2017","2017","hg/ha","55374","Fc","Calculated data"
