"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"TERCBUS","198503","1523.566","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198504","1205.273","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198505","1007.27","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198506","1023.661","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198507","1135.445","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198508","1143.572","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198509","1052.439","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198510","1045.758","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198511","1186.129","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198512","1813.897","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198513","16041.743","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198601","1999.223","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198602","1699.162","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198603","1548.351","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198604","1182.404","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198605","1051.076","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198606","1048.386","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198607","1237.247","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198608","1175.908","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198609","1037.421","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198610","1069.8","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198611","1234.082","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198612","1688.232","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198613","15975.51","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198701","1952.635","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198702","1697.446","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198703","1566.591","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198704","1250.063","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198705","1072.57","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198706","1098.797","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198707","1251.754","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198708","1257.667","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198709","1064.832","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198710","1102.272","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198711","1248.118","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198712","1702.152","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198713","16263.66","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198801","2154.647","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198802","1874.437","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198803","1638.77","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198804","1264.537","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198805","1102.731","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198806","1110.167","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198807","1298.35","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198808","1357.804","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198809","1101.053","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198810","1130.472","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198811","1321.197","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198812","1780.013","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198813","17133.058","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198901","1986.843","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198902","1866.239","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198903","1779.409","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198904","1341.178","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198905","1169.016","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198906","1161.353","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198907","1306.469","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198908","1304.54","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198909","1165.577","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198910","1174.531","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198911","1389.096","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198912","2146.607","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","198913","17790.213","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199001","2039.103","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199002","1658.451","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199003","1568.834","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199004","1298.758","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199005","1137.206","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199006","1184.973","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199007","1319.241","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199008","1306.535","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199009","1199.3","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199010","1151.258","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199011","1296.228","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199012","1772.441","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199013","16940.519","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199101","2161.278","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199102","1701.03","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199103","1613.391","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199104","1271.046","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199105","1174.049","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199106","1214.612","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199107","1370.797","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199108","1322.906","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199109","1167.891","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199110","1158.509","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199111","1448.293","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199112","1815.765","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199113","17419.82","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199201","2065.181","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199202","1779.268","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199203","1612.03","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199204","1359.59","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199205","1138.553","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199206","1122.959","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199207","1310.574","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199208","1256.084","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199209","1162.736","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199210","1171.129","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199211","1416.97","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199212","1961.895","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199213","17355.252","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199301","2117.041","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199302","1890.586","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199303","1851.594","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199304","1384.536","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199305","1114.268","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199306","1196.755","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199307","1449.525","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199308","1438.986","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199309","1216.28","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199310","1181.48","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199311","1453.616","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199312","1919.447","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199313","18212.1","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199401","2367.769","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199402","2005.119","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199403","1721.821","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199404","1308.979","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199405","1164.055","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199406","1266.84","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199407","1422.355","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199408","1352.653","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199409","1162.406","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199410","1160.627","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199411","1359.334","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199412","1816.508","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199413","18110.761","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199501","2107.667","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199502","1885.385","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199503","1671.724","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199504","1339.436","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199505","1208.962","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199506","1240.833","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199507","1478.715","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199508","1575.547","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199509","1248.099","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199510","1185.374","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199511","1534.78","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199512","2046.469","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199513","18517.171","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199601","2391.893","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199602","2094.974","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199603","1888.223","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199604","1458.599","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199605","1295.287","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199606","1331.957","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199607","1475.941","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199608","1448.203","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199609","1247.125","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199610","1242.048","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199611","1597.996","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199612","2024.858","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199613","19502.447","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199701","2326.163","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199702","1896.43","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199703","1707.421","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199704","1392.826","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199705","1236.444","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199706","1251.823","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199707","1536.308","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199708","1464.042","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199709","1280.337","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199710","1290.949","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199711","1554.456","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199712","2025.745","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199713","18962.848","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199801","2150.511","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199802","1787.859","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199803","1805.183","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199804","1363.939","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199805","1278.563","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199806","1425.664","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199807","1661.838","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199808","1598.055","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199809","1379.417","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199810","1275.657","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199811","1380.78","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199812","1852.705","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199813","18952.471","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199901","2404.592","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199902","1856.671","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199903","1901.501","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199904","1452.413","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199905","1278.647","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199906","1389.855","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199907","1685.751","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199908","1649.913","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199909","1339.534","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199910","1272.496","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199911","1393.703","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199912","1934.585","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","199913","19554.197","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200001","2376.644","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200002","2067.246","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200003","1716.727","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200004","1429.67","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200005","1367.622","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200006","1457.37","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200007","1603.549","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200008","1653.544","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200009","1392.954","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200010","1316.008","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200011","1602.448","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200012","2431.274","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200013","20421.765","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200101","2607.896","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200102","2045.654","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200103","1938.578","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200104","1462.889","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200105","1270.906","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200106","1392.83","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200107","1618.098","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200108","1685.043","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200109","1346.634","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200110","1320.879","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200111","1418.882","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200112","1923.622","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200113","20038.277","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200201","2321.869","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200202","1935.889","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200203","1921.425","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200204","1507.561","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200205","1375.9","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200206","1495.406","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200207","1743.077","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200208","1707.559","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200209","1463.574","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200210","1417.144","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200211","1657.876","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200212","2237.906","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200213","20786.494","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200301","2599.786","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200302","2281.551","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200303","1971.244","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200304","1491.005","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200305","1379.464","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200306","1413.121","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200307","1688.921","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200308","1709.401","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200309","1439.162","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200310","1358","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200311","1550.628","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200312","2231.867","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200313","21120.03","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200401","2632.749","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200402","2292.281","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200403","1851.908","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200404","1456.114","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200405","1381.139","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200406","1498.225","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200407","1674.961","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200408","1625.617","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200409","1445.151","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200410","1382.02","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200411","1574.654","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200412","2265.691","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200413","21082.055","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200501","2520.133","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200502","2092.527","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200503","2013.776","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200504","1464.426","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200505","1377.059","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200506","1573.523","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200507","1845.057","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200508","1839.254","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200509","1551.038","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200510","1427.003","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200511","1561.036","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200512","2350.191","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200513","21613.315","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200601","2193.675","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200602","2023.652","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200603","1939.638","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200604","1456.917","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200605","1375.146","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200606","1548.233","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200607","1837.468","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200608","1821.405","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200609","1413.676","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200610","1397.695","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200611","1591.712","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200612","2070.571","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200613","20670.902","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200701","2397.484","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200702","2388.481","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200703","1934.287","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200704","1514.199","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200705","1379.256","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200706","1518.141","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200707","1726.62","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200708","1862.877","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200709","1545.29","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200710","1389.622","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200711","1606.388","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200712","2260.008","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200713","21519.623","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200801","2574.135","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200802","2284.454","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200803","2005.137","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200804","1522.401","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200805","1372.467","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200806","1596.749","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200807","1783.214","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200808","1702.808","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200809","1426.808","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200810","1371.217","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200811","1644.348","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200812","2386.255","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
"TERCBUS","200813","21668.347","2","Total Energy Consumed by the Residential Sector","Trillion Btu"
