,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
2061,IN,1,0,2,f,3.0,58,58,0,2.0,1.0,1,0,2,3,0,1,4,627
2062,IN,1,0,2,f,3.0,58,58,0,2.0,1.0,1,0,2,3,0,1,4,629
2063,IN,1,1,2,f,3.0,58,58,0,2.0,1.0,1,0,2,3,0,1,4,624
2064,IN,1,1,2,f,3.0,58,58,0,2.0,1.0,1,0,2,3,0,1,4,630
2065,GA,1,1,10,e,0.0,41,41,0,2.0,3.0,2,0,2,3,0,3,2,649
2066,GA,1,1,10,e,0.0,41,41,0,2.0,3.0,0,0,2,3,0,0,2,614
2067,IN,1,0,12,g,3.0,75,75,0,2.0,6.0,0,0,1,1,0,0,4,548
2068,IN,1,0,12,g,3.0,75,75,0,2.0,6.0,0,0,2,2,0,0,2,562
2069,IN,1,0,12,g,3.0,75,75,0,2.0,6.0,0,0,2,2,0,0,2,574
2070,IN,1,0,12,g,3.0,75,75,0,2.0,6.0,0,0,2,2,0,0,2,574
2071,OH,1,0,5,g,2.0,72,72,0,3.0,15.0,0,0,1,1,0,0,4,527
2072,OH,1,0,5,g,2.0,72,72,0,3.0,15.0,1,0,3,3,1,1,3,605
2073,OH,1,0,5,g,2.0,72,72,0,3.0,15.0,1,1,3,3,1,1,3,607
2074,OH,1,0,5,g,2.0,72,72,0,3.0,15.0,1,1,3,3,1,1,3,607
2075,OH,1,0,5,g,2.0,72,72,0,3.0,15.0,1,1,3,3,1,1,3,607
2076,MD,1,1,5,e,2.0,62,39,0,1.0,1.0,1,1,2,2,1,1,2,650
2077,MD,1,1,5,e,2.0,62,39,0,1.0,1.0,1,1,2,2,1,1,2,642
2078,PA,1,0,5,c,0.0,42,42,0,4.0,8.0,1,1,3,3,1,1,2,644
2079,PA,1,0,5,c,0.0,42,42,0,4.0,8.0,1,1,1,2,1,1,2,621
2080,PA,1,0,5,c,0.0,42,42,0,4.0,8.0,1,1,1,2,1,1,2,621
2081,PA,1,0,5,c,0.0,42,42,0,4.0,8.0,1,1,1,2,1,1,2,621
2082,PA,1,0,5,c,0.0,42,42,0,4.0,8.0,1,1,1,2,1,1,2,621
2083,PA,1,0,5,c,0.0,42,42,0,4.0,8.0,1,1,1,2,1,1,2,621
2084,NY,1,0,12,f,4.0,47,47,0,3.0,2.0,0,0,3,3,0,0,2,631
2085,NY,1,0,12,f,4.0,47,47,0,3.0,2.0,0,0,3,3,0,0,2,634
2086,NY,1,0,12,f,4.0,47,47,0,3.0,2.0,0,0,3,3,0,0,2,639
2087,NY,1,0,12,f,4.0,47,47,0,3.0,2.0,0,0,3,3,0,0,2,639
2088,NY,1,0,12,f,4.0,47,47,0,3.0,2.0,0,0,3,3,0,0,2,645
2089,NY,1,0,12,f,4.0,47,47,0,3.0,2.0,0,0,3,3,0,0,2,645
2090,NY,1,0,12,f,4.0,47,47,0,3.0,2.0,0,0,3,3,0,0,2,645
2091,NY,2,0,1,g,2.0,39,38,1,3.0,4.0,2,1,3,3,1,0,4,713
2092,NY,2,0,1,g,2.0,39,38,1,3.0,4.0,1,1,3,3,1,0,2,713
2093,NY,2,0,1,g,2.0,39,38,1,3.0,4.0,1,1,3,3,1,0,2,706
2094,NY,1,1,7,f,2.0,31,25,1,2.0,3.0,1,0,3,3,0,0,4,622
2095,NY,1,1,7,f,2.0,31,25,1,2.0,3.0,1,0,2,3,1,0,4,625
2096,NY,1,1,7,f,2.0,31,25,1,2.0,3.0,1,0,3,3,1,0,4,628
2097,NY,1,1,7,f,2.0,31,25,1,2.0,3.0,1,0,3,3,1,0,4,628
2098,NY,1,0,7,f,2.0,31,25,1,2.0,3.0,1,0,3,3,1,0,4,637
2099,NY,1,0,7,f,2.0,31,25,1,2.0,3.0,1,0,3,3,1,0,4,637
2100,NY,1,0,7,f,2.0,31,25,1,2.0,3.0,1,0,3,3,1,0,4,637
2101,AR,2,1,3,e,0.0,59,22,0,1.0,3.0,0,0,1,1,0,0,2,602
2102,AR,2,1,3,e,0.0,59,22,0,1.0,3.0,1,0,1,1,0,2,2,726
2103,AR,2,1,3,e,0.0,59,22,0,1.0,3.0,1,0,1,1,0,2,2,740
2104,AR,2,1,3,e,0.0,59,22,0,1.0,3.0,1,0,1,1,0,2,2,740
2105,NY,1,1,11,g,2.0,70,70,0,4.0,4.0,1,0,4,3,0,0,4,689
2106,NY,1,1,11,g,2.0,70,70,0,4.0,4.0,1,0,4,3,0,0,2,679
2107,TN,1,1,5,f,0.0,32,32,0,0.0,0.0,1,1,2,2,1,1,2,704
2108,TN,1,1,5,f,0.0,32,32,0,3.0,1.0,1,1,3,3,1,1,1,642
2109,TN,1,1,5,f,0.0,32,32,0,3.0,1.0,1,1,3,3,1,1,1,648
2110,TN,1,1,5,f,0.0,32,32,0,3.0,1.0,1,1,3,3,1,1,1,660
2111,CT,1,0,1,f,0.0,25,25,0,3.0,7.0,1,0,3,3,0,0,1,679
2112,CT,1,0,1,f,0.0,25,25,0,3.0,7.0,1,0,3,3,0,0,1,689
2113,CT,1,0,1,f,0.0,25,25,0,3.0,7.0,1,0,3,3,0,0,1,689
2114,MS,2,1,3,g,2.0,66,60,1,2.0,15.0,0,0,1,1,0,0,4,517
2115,MS,2,1,3,g,2.0,66,60,1,2.0,15.0,1,0,2,1,0,1,2,617
2116,MS,2,1,3,g,2.0,66,60,1,2.0,15.0,1,0,2,1,0,1,2,617
2117,MS,2,1,3,g,2.0,66,60,1,2.0,15.0,1,1,2,2,1,1,2,641
2118,RI,2,1,6,d,3.0,75,75,1,2.0,15.0,2,1,3,2,0,3,1,626
2119,RI,2,1,6,d,3.0,75,75,1,2.0,15.0,0,1,3,2,0,0,1,603
2120,RI,2,1,6,d,3.0,75,75,1,2.0,15.0,0,1,3,2,0,0,4,618
2121,RI,2,1,6,d,3.0,75,75,1,2.0,15.0,1,1,3,3,0,1,4,660
2122,RI,2,1,6,d,3.0,75,75,1,2.0,15.0,1,1,3,3,0,1,4,660
2123,FL,1,0,6,f,2.0,41,41,0,2.0,14.0,1,1,1,3,1,2,3,614
2124,FL,1,0,6,f,2.0,41,41,0,2.0,14.0,1,1,1,3,1,2,3,614
2125,FL,1,0,6,f,2.0,41,41,0,2.0,14.0,1,1,1,3,1,2,3,614
2126,FL,1,1,13,f,1.0,75,75,0,3.0,6.0,1,1,3,3,1,2,4,598
2127,FL,1,1,13,f,1.0,75,75,0,3.0,6.0,1,1,3,3,1,2,4,598
2128,FL,1,1,13,f,1.0,75,75,0,3.0,6.0,1,0,3,3,1,2,4,597
2129,FL,1,1,13,f,1.0,75,75,0,3.0,6.0,1,0,3,3,1,2,4,594
2130,FL,1,1,13,f,1.0,75,75,0,3.0,6.0,1,0,3,3,1,2,4,597
2131,FL,1,0,7,e,2.0,20,20,0,4.0,3.0,1,0,3,3,1,2,3,712
2132,FL,1,0,7,e,2.0,20,20,0,4.0,3.0,1,0,3,3,1,2,3,712
2133,PA,2,1,6,e,2.0,75,74,1,3.0,7.0,0,0,1,1,0,0,1,539
2134,PA,2,1,6,e,2.0,75,74,1,3.0,7.0,1,0,3,3,0,1,1,622
2135,PA,2,1,6,e,2.0,75,74,1,3.0,7.0,1,0,3,3,0,1,1,609
2136,WA,1,0,2,f,0.0,57,57,0,3.0,8.0,1,1,3,3,1,2,4,595
2137,WA,1,0,2,f,0.0,57,57,0,3.0,8.0,1,1,3,3,1,2,4,601
2138,WA,1,0,2,f,0.0,57,57,0,3.0,8.0,1,1,3,3,1,2,4,601
2139,WA,1,0,2,f,0.0,57,57,0,3.0,8.0,1,1,3,3,1,2,4,666
2140,WA,1,0,2,f,0.0,57,57,0,3.0,8.0,1,1,3,3,1,2,4,666
2141,CT,2,1,10,e,4.0,31,30,1,3.0,2.0,1,1,3,3,1,0,1,566
2142,CT,2,1,10,e,4.0,31,30,1,3.0,2.0,1,0,3,3,1,0,1,570
2143,CT,2,1,10,e,4.0,31,30,1,3.0,2.0,1,0,3,3,1,0,1,566
2144,CT,2,1,10,e,4.0,31,30,1,3.0,2.0,1,0,4,3,1,0,1,579
2145,CT,2,1,10,e,4.0,31,30,1,3.0,2.0,1,0,3,3,1,0,1,566
2146,CT,2,1,10,e,4.0,31,30,1,3.0,2.0,1,0,3,3,1,0,1,564
2147,TN,1,0,8,e,0.0,32,32,0,2.0,15.0,1,1,1,1,1,2,2,618
2148,TN,1,0,8,e,0.0,32,32,0,2.0,15.0,1,1,2,2,1,2,2,640
2149,GA,1,0,3,e,0.0,41,41,0,1.0,7.0,0,0,2,2,0,0,4,603
2150,GA,1,0,3,e,0.0,41,41,0,1.0,7.0,2,1,2,2,1,2,4,658
2151,GA,1,0,3,e,0.0,41,41,0,1.0,7.0,2,1,2,2,1,2,4,665
2152,GA,1,0,3,e,0.0,41,41,0,1.0,7.0,2,1,2,2,1,2,4,672
2153,GA,1,0,3,e,0.0,41,41,0,1.0,7.0,2,1,2,2,1,2,4,672
2154,GA,1,0,3,e,0.0,41,41,0,1.0,7.0,2,1,2,2,1,2,2,661
2155,OH,1,1,7,f,0.0,75,75,0,3.0,8.0,0,0,1,1,0,0,4,542
2156,OH,1,1,7,f,0.0,75,75,0,3.0,8.0,1,0,2,3,0,2,3,599
2157,FL,1,0,6,d,3.0,55,55,0,2.0,3.0,1,0,2,3,0,2,3,717
2158,FL,1,0,6,d,3.0,55,55,0,2.0,3.0,1,1,2,3,1,1,3,710
2159,WA,1,1,3,e,2.0,75,75,0,4.0,13.0,1,1,2,3,0,1,1,596
2160,WA,1,1,3,e,2.0,75,75,0,4.0,13.0,1,1,2,3,0,1,4,606
2161,AL,1,1,3,f,0.0,61,61,0,2.0,10.0,1,1,2,2,1,2,4,665
2162,AL,1,1,3,f,0.0,61,61,0,2.0,10.0,1,1,2,3,1,2,2,654
2163,FL,2,1,1,h,2.0,62,57,1,3.0,1.0,1,0,3,3,1,2,3,578
2164,FL,2,1,1,h,2.0,62,57,1,3.0,1.0,1,1,3,3,1,1,4,631
2165,FL,2,1,1,h,2.0,62,57,1,3.0,1.0,1,1,3,3,1,1,4,631
2166,FL,2,1,1,h,2.0,62,57,1,3.0,1.0,1,1,3,3,1,1,4,631
2167,NM,1,1,8,f,0.0,71,71,0,1.0,2.0,0,0,1,1,0,0,4,612
2168,NM,1,1,8,f,0.0,71,71,0,1.0,2.0,1,1,1,2,1,1,2,665
2169,CO,1,1,9,h,0.0,53,53,0,3.0,1.0,2,1,3,3,0,3,2,657
2170,CO,1,1,9,h,0.0,53,53,0,3.0,1.0,2,1,3,3,0,3,2,657
2171,CO,1,1,9,h,0.0,53,53,0,3.0,1.0,2,1,3,3,0,3,2,657
2172,FL,1,1,5,d,4.0,66,66,0,3.0,12.0,1,1,2,3,1,2,3,693
2173,FL,1,1,5,d,4.0,66,66,0,3.0,12.0,1,1,3,3,1,2,3,663
2174,PA,1,1,1,h,3.0,51,51,0,2.0,10.0,1,0,2,2,0,1,2,634
2175,PA,1,1,1,h,3.0,51,51,0,2.0,10.0,1,0,2,2,0,1,2,642
2176,IN,1,0,11,d,4.0,58,58,0,2.0,1.0,1,0,2,3,0,2,2,653
2177,IN,1,0,11,d,4.0,58,58,0,2.0,1.0,1,0,1,1,0,2,2,648
2178,IN,1,0,11,d,4.0,58,58,0,2.0,1.0,1,0,1,1,0,2,2,648
2179,IN,1,0,11,d,4.0,58,58,0,2.0,1.0,1,0,1,1,0,2,2,648
2180,IN,1,0,11,d,4.0,58,58,0,2.0,1.0,1,0,1,1,0,2,2,648
2181,MO,1,0,7,e,0.0,48,48,0,2.0,3.0,1,0,3,3,0,2,3,625
2182,MO,1,0,7,e,0.0,48,48,0,2.0,3.0,1,0,2,2,0,2,2,602
2183,MO,1,0,7,e,0.0,48,48,0,2.0,3.0,1,1,2,2,0,2,2,614
2184,MO,1,0,7,e,0.0,48,48,0,2.0,3.0,1,1,2,2,0,2,2,623
2185,MO,1,0,7,e,0.0,48,48,0,2.0,3.0,1,1,2,2,0,2,2,627
2186,MO,1,0,7,e,0.0,48,48,0,2.0,3.0,1,1,2,2,0,2,2,627
2187,MO,1,0,7,e,0.0,48,48,0,2.0,3.0,1,1,2,2,0,2,2,617
2188,NY,1,1,0,e,2.0,71,71,0,4.0,15.0,2,1,3,3,1,0,2,633
2189,NY,1,1,0,e,2.0,71,71,0,4.0,15.0,1,1,4,3,1,0,2,650
2190,NY,1,1,0,e,2.0,71,71,0,4.0,15.0,1,1,4,3,1,0,2,650
2191,CO,1,1,17,e,4.0,75,75,0,3.0,2.0,2,0,3,3,0,2,3,635
2192,CO,1,1,17,e,4.0,75,75,0,3.0,2.0,2,0,3,3,0,2,3,643
2193,DC,1,1,13,g,4.0,30,30,0,1.0,1.0,1,1,3,3,1,2,4,721
2194,DC,1,1,13,g,4.0,30,30,0,1.0,1.0,0,1,2,3,0,0,3,610
2195,DC,1,1,13,g,4.0,30,30,0,1.0,1.0,0,1,2,3,0,0,3,610
2196,DC,1,1,13,g,4.0,30,30,0,1.0,1.0,0,1,1,3,0,0,2,595
2197,FL,1,1,9,f,3.0,59,59,0,1.0,2.0,2,0,1,3,0,1,3,594
2198,FL,1,1,9,f,3.0,59,59,0,1.0,2.0,1,0,1,3,1,2,3,613
2199,FL,1,1,9,f,3.0,59,59,0,1.0,2.0,1,0,1,3,1,2,3,613
2200,FL,1,1,9,f,3.0,59,59,0,1.0,2.0,1,0,1,3,1,2,3,613
2201,FL,1,1,9,f,3.0,59,59,0,1.0,2.0,1,0,1,3,1,2,3,613
2202,FL,1,1,9,f,3.0,59,59,0,1.0,2.0,1,0,1,3,1,2,3,613
2203,TN,1,0,2,d,3.0,75,75,0,4.0,6.0,1,0,1,1,0,2,1,613
2204,TN,1,0,2,d,3.0,75,75,0,4.0,6.0,1,1,4,3,1,1,1,641
2205,TN,1,0,2,d,3.0,75,75,0,4.0,6.0,1,1,4,3,1,1,2,645
2206,TN,1,0,2,d,3.0,75,75,0,4.0,6.0,1,1,4,3,1,1,2,649
2207,OH,1,0,10,f,0.0,22,22,0,3.0,4.0,1,1,3,3,1,1,3,666
2208,OH,1,0,10,f,0.0,22,22,0,3.0,4.0,1,1,3,3,1,1,3,675
2209,OH,1,0,10,f,0.0,22,22,0,3.0,4.0,1,1,3,3,1,1,3,675
2210,OH,1,0,10,f,0.0,22,22,0,3.0,4.0,2,1,3,3,1,1,3,671
2211,FL,1,1,13,f,3.0,31,31,0,1.0,2.0,0,0,1,1,0,0,3,729
2212,FL,1,1,13,f,3.0,31,31,0,1.0,2.0,0,0,1,3,0,0,3,705
2213,DE,1,0,12,e,3.0,33,33,0,2.0,5.0,0,0,1,1,0,0,4,650
2214,DE,1,0,12,e,3.0,33,33,0,2.0,5.0,0,0,1,1,0,0,2,640
2215,DE,1,0,12,e,3.0,33,33,0,2.0,5.0,0,0,1,1,0,0,2,648
2216,DE,1,0,12,e,3.0,33,33,0,2.0,5.0,1,0,1,1,0,2,2,677
2217,DE,1,0,12,e,3.0,33,33,0,2.0,5.0,1,0,1,1,0,2,2,677
2218,PA,2,1,14,e,4.0,62,61,1,1.0,4.0,0,0,1,2,0,0,2,557
2219,PA,2,1,14,e,4.0,62,61,1,1.0,4.0,0,0,1,2,0,0,2,563
2220,PA,2,1,14,e,4.0,62,61,1,1.0,4.0,0,0,1,2,0,0,2,573
2221,PA,2,1,14,e,4.0,62,61,1,1.0,4.0,0,0,1,2,0,0,2,573
2222,PA,2,1,14,e,4.0,62,61,1,1.0,4.0,0,0,1,2,0,0,2,573
2223,WA,1,0,8,c,0.0,50,50,0,2.0,5.0,1,1,1,1,1,1,3,648
2224,WA,1,0,8,c,0.0,50,50,0,2.0,5.0,1,1,2,3,1,1,3,652
2225,WA,1,0,8,c,0.0,50,50,0,2.0,5.0,1,1,2,3,1,1,3,652
2226,WA,1,0,8,c,0.0,50,50,0,2.0,5.0,1,1,2,3,1,1,3,652
2227,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,1,0,0,1,574
2228,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,1,0,0,1,574
2229,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,3,0,0,1,574
2230,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,3,0,0,1,583
2231,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,3,0,0,1,583
2232,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,3,0,0,1,583
2233,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,3,0,0,1,587
2234,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,3,0,0,1,596
2235,CT,1,0,12,d,0.0,29,29,0,1.0,5.0,0,0,1,3,0,0,1,596
2236,CT,1,0,6,g,4.0,30,30,0,3.0,4.0,1,0,3,3,0,0,4,677
2237,CT,1,0,6,g,4.0,30,30,0,3.0,4.0,1,1,3,3,1,0,1,646
2238,MD,1,1,12,f,3.0,64,64,0,3.0,8.0,1,1,3,3,1,1,2,669
2239,MD,1,1,12,f,2.0,64,64,0,3.0,8.0,1,1,3,3,1,1,2,667
2240,MD,1,1,12,f,2.0,64,64,0,3.0,8.0,1,1,3,3,1,1,2,679
2241,MD,1,1,12,f,2.0,64,64,0,3.0,8.0,1,1,3,3,1,1,2,687
2242,MD,1,1,12,f,2.0,64,64,0,3.0,8.0,1,1,3,3,1,1,2,687
2243,MD,1,1,12,f,2.0,64,64,0,3.0,8.0,1,1,3,3,1,1,2,687
2244,OK,1,0,19,e,0.0,35,35,0,1.0,3.0,0,0,1,1,0,0,4,605
2245,OK,1,0,19,e,0.0,35,35,0,1.0,3.0,2,0,1,1,0,3,2,647
2246,OK,1,0,19,e,0.0,35,35,0,1.0,3.0,2,0,1,1,0,3,1,645
2247,OK,1,0,19,e,0.0,35,35,0,1.0,3.0,2,0,1,1,0,3,1,645
2248,FL,2,1,9,d,1.0,63,62,1,1.0,3.0,1,1,3,3,1,2,3,622
2249,FL,2,1,9,d,1.0,63,62,1,1.0,3.0,1,1,1,2,1,2,3,601
2250,GA,1,0,6,f,0.0,25,25,0,3.0,8.0,0,0,3,2,0,0,4,573
2251,GA,1,0,6,f,0.0,25,25,0,3.0,8.0,1,1,3,2,1,2,4,629
2252,GA,1,0,6,f,0.0,25,25,0,3.0,8.0,2,1,3,2,1,1,4,627
2253,AL,2,1,15,f,0.0,39,38,1,2.0,13.0,1,1,2,2,1,2,4,659
2254,AL,2,1,15,f,0.0,39,38,1,2.0,13.0,1,1,2,2,1,2,4,672
2255,PA,2,1,17,e,3.0,38,37,1,1.0,7.0,0,0,1,1,0,0,4,643
2256,PA,2,1,17,e,3.0,38,37,1,1.0,7.0,0,0,1,1,0,0,2,613
2257,PA,2,1,17,e,3.0,38,37,1,1.0,7.0,0,0,1,1,0,0,2,613
2258,UT,1,0,3,g,0.0,51,51,0,3.0,1.0,1,1,2,2,1,1,3,629
2259,UT,1,0,3,g,0.0,51,51,0,3.0,1.0,1,1,2,2,1,1,3,635
2260,OK,2,1,4,g,4.0,24,23,1,3.0,7.0,1,0,1,1,0,2,2,605
2261,OK,2,1,4,g,4.0,24,23,1,3.0,7.0,1,0,3,3,0,2,1,604
2262,FL,2,1,2,f,2.0,62,62,1,3.0,8.0,1,1,3,3,1,1,3,646
2263,FL,2,1,2,f,2.0,62,62,1,3.0,8.0,1,1,3,3,1,1,3,658
2264,PA,1,1,1,f,4.0,56,56,0,3.0,3.0,1,0,2,2,0,1,2,621
2265,PA,1,1,1,f,4.0,56,56,0,3.0,3.0,0,0,3,3,0,0,2,524
2266,WA,1,1,3,d,0.0,43,43,0,1.0,6.0,0,0,1,1,0,0,4,594
2267,WA,1,1,3,d,0.0,43,43,0,1.0,6.0,1,0,1,3,0,2,2,640
2268,WA,1,1,3,d,0.0,43,43,0,1.0,6.0,1,0,1,2,0,2,2,632
2269,FL,2,0,1,e,2.0,36,34,1,1.0,7.0,0,0,2,1,0,0,2,652
2270,FL,2,0,1,e,2.0,36,34,1,1.0,7.0,0,0,1,1,0,0,3,625
2271,FL,2,0,1,e,2.0,36,34,1,1.0,7.0,1,0,1,1,0,2,3,652
2272,DC,1,0,4,f,0.0,40,40,0,1.0,3.0,1,1,2,2,1,2,3,707
2273,DC,1,0,4,f,0.0,40,40,0,1.0,3.0,1,0,1,1,0,2,3,711
2274,DC,1,0,4,f,0.0,40,40,0,1.0,3.0,1,0,1,1,0,2,2,709
2275,DC,1,0,4,f,0.0,40,40,0,1.0,3.0,1,0,1,1,0,2,2,718
2276,GA,1,1,5,e,0.0,29,29,0,2.0,1.0,0,0,2,2,0,0,4,606
2277,GA,1,1,5,e,0.0,29,29,0,2.0,1.0,1,0,2,2,0,2,1,656
2278,GA,1,1,5,e,0.0,29,29,0,2.0,1.0,1,0,2,2,0,2,1,663
2279,GA,1,1,5,e,0.0,29,29,0,2.0,1.0,1,0,2,2,0,2,1,663
2280,IN,1,1,11,e,4.0,49,49,0,3.0,2.0,0,0,1,1,0,0,4,543
2281,IN,1,1,11,e,4.0,49,49,0,3.0,2.0,1,1,3,3,0,2,1,610
2282,IN,1,1,11,e,4.0,49,49,0,3.0,2.0,1,1,3,3,0,2,1,609
2283,IN,1,1,11,e,4.0,49,49,0,3.0,2.0,1,1,3,3,0,2,1,609
2284,IN,1,1,11,e,4.0,49,49,0,3.0,2.0,1,1,3,3,0,2,1,609
2285,IN,1,1,11,e,4.0,49,49,0,3.0,2.0,1,1,3,3,0,2,1,609
2286,OR,1,1,3,f,0.0,67,67,0,3.0,1.0,1,1,3,3,1,2,3,611
2287,OR,2,1,3,f,0.0,67,66,0,3.0,1.0,1,1,3,3,1,2,3,621
2288,OR,2,1,3,f,0.0,67,66,0,3.0,1.0,1,1,3,3,1,2,3,629
2289,OH,1,1,12,e,0.0,66,66,0,1.0,12.0,1,0,3,3,0,2,3,639
2290,OH,1,1,12,e,0.0,66,66,0,1.0,12.0,1,0,3,3,0,2,3,639
2291,CT,1,1,1,f,3.0,60,60,0,2.0,8.0,1,0,3,3,1,0,1,626
2292,CT,1,1,1,f,3.0,60,60,0,2.0,8.0,0,0,2,1,0,0,1,539
2293,CT,1,1,1,f,3.0,60,60,0,2.0,8.0,0,0,2,1,0,0,1,539
2294,CO,2,0,10,e,0.0,65,61,1,2.0,0.0,2,0,2,2,0,3,2,580
2295,CO,2,0,10,e,0.0,65,61,1,2.0,0.0,2,0,2,3,0,3,2,581
2296,CO,2,0,10,e,0.0,65,61,1,2.0,0.0,2,0,2,3,0,3,3,601
2297,IN,1,0,2,e,3.0,23,23,0,4.0,8.0,1,0,3,3,1,2,2,621
2298,IN,1,0,2,e,3.0,23,23,0,4.0,8.0,1,0,3,3,1,2,2,625
2299,IN,1,0,2,e,3.0,23,23,0,4.0,8.0,1,0,3,3,1,2,2,632
2300,OH,1,1,6,g,1.0,73,73,0,3.0,15.0,1,0,1,1,0,2,3,560
2301,OH,1,1,6,g,1.0,73,73,0,3.0,15.0,1,0,1,1,0,2,3,560
2302,OH,1,1,6,g,1.0,73,73,0,3.0,15.0,1,0,1,1,0,2,3,554
2303,UT,2,1,10,h,0.0,41,33,1,3.0,3.0,1,1,3,3,0,1,2,604
2304,UT,2,1,10,h,0.0,41,33,1,3.0,3.0,1,1,3,3,0,1,2,591
2305,UT,2,1,10,h,0.0,41,33,1,3.0,3.0,1,1,3,3,0,1,2,591
2306,UT,2,1,10,h,0.0,41,33,1,3.0,3.0,0,1,3,3,0,0,2,546
2307,MD,2,0,6,e,4.0,33,17,0,2.0,2.0,1,1,3,3,1,2,2,727
2308,MD,2,0,6,e,4.0,33,17,0,2.0,2.0,1,1,2,3,1,1,3,739
2309,MD,2,0,6,e,4.0,33,17,0,2.0,2.0,1,1,2,3,1,1,3,739
2310,MD,2,0,6,e,4.0,33,17,0,2.0,2.0,1,1,2,3,1,1,3,739
2311,NY,2,0,6,d,3.0,40,30,1,3.0,5.0,1,1,2,2,1,0,2,672
2312,NY,2,0,6,d,3.0,40,30,1,3.0,5.0,1,1,2,2,1,0,2,676
2313,NY,2,0,6,d,3.0,40,30,1,3.0,5.0,1,1,2,2,1,0,2,676
2314,GA,1,1,12,g,3.0,75,75,0,1.0,6.0,1,1,2,2,1,2,1,611
2315,GA,1,1,12,g,3.0,75,75,0,1.0,6.0,1,1,2,2,1,2,1,611
2316,NY,1,1,4,d,1.0,55,21,0,2.0,10.0,1,0,3,3,0,0,2,600
2317,NY,1,1,4,d,1.0,55,21,0,2.0,10.0,1,0,4,3,0,0,2,608
2318,OH,1,1,9,d,4.0,69,69,0,4.0,5.0,1,1,3,3,1,1,2,593
2319,OH,1,1,9,d,4.0,69,69,0,4.0,5.0,1,1,4,3,1,1,2,597
2320,NY,1,1,3,g,2.0,53,22,0,3.0,11.0,1,1,3,3,1,0,3,643
2321,NY,1,1,3,g,2.0,53,22,0,3.0,11.0,1,1,3,3,1,0,2,639
2322,NY,1,1,3,g,2.0,53,22,0,3.0,11.0,1,1,3,3,1,0,2,640
2323,NY,1,1,3,g,2.0,53,22,0,3.0,11.0,1,1,3,3,1,0,2,640
2324,CO,1,0,10,e,0.0,28,28,0,0.0,0.0,1,1,3,3,0,2,2,721
2325,CO,1,0,10,e,0.0,28,28,0,1.0,5.0,1,1,2,3,0,2,3,634
2326,CO,1,0,10,e,0.0,28,28,0,1.0,5.0,1,1,2,3,0,2,2,629
2327,CO,1,0,10,e,0.0,28,28,0,1.0,5.0,0,1,2,3,0,0,2,597
2328,AL,1,1,9,d,0.0,27,27,0,3.0,2.0,1,1,3,2,1,1,4,661
2329,AL,1,1,9,d,0.0,27,27,0,3.0,2.0,0,0,3,2,0,0,2,601
2330,AL,1,1,9,d,0.0,27,27,0,3.0,2.0,0,0,2,2,0,0,2,596
2331,AL,1,1,9,d,0.0,27,27,0,3.0,2.0,0,0,2,2,0,0,2,596
2332,AL,1,1,9,d,0.0,27,27,0,3.0,2.0,0,0,2,2,0,0,2,596
2333,AL,2,1,7,e,0.0,54,16,0,0.0,0.0,1,0,1,3,0,2,3,680
2334,AL,2,1,7,e,0.0,54,16,0,0.0,0.0,1,0,1,3,0,2,3,684
2335,AL,2,1,7,e,0.0,54,16,0,1.0,5.0,1,0,1,3,0,2,2,683
2336,AL,2,1,7,e,0.0,54,16,0,1.0,5.0,1,0,1,3,0,2,2,688
2337,KY,1,1,2,f,0.0,37,37,0,3.0,2.0,1,0,2,3,0,2,1,646
2338,KY,1,0,2,f,0.0,37,37,0,3.0,2.0,1,0,3,3,0,2,1,666
2339,CO,1,1,10,f,0.0,36,36,0,3.0,1.0,1,0,3,3,0,2,3,619
2340,CO,1,1,10,f,0.0,36,36,0,3.0,1.0,1,1,3,2,1,1,2,623
2341,WY,2,1,6,g,0.0,35,31,1,2.0,9.0,1,1,3,3,0,2,1,633
2342,WY,2,1,6,g,0.0,35,31,1,2.0,9.0,1,1,3,3,0,2,1,633
2343,WY,2,1,6,g,0.0,35,31,1,2.0,9.0,1,1,3,3,0,1,1,641
2344,WY,2,1,6,g,0.0,35,31,1,2.0,9.0,1,1,3,3,0,1,1,641
2345,WY,2,1,6,g,0.0,35,31,1,2.0,9.0,1,1,3,3,0,1,1,641
2346,WY,2,1,6,g,0.0,35,31,1,2.0,9.0,1,1,3,3,0,1,1,641
2347,WY,2,1,6,g,0.0,35,31,1,2.0,9.0,1,1,3,3,0,1,1,641
2348,FL,2,1,7,f,1.0,73,70,1,4.0,7.0,1,1,4,3,1,2,4,611
2349,FL,2,1,7,f,1.0,73,70,1,4.0,7.0,1,1,4,3,1,2,4,619
2350,FL,2,1,7,f,1.0,73,70,1,4.0,7.0,1,1,4,3,1,2,4,626
